Row_ID,Observer,Site,Date,Time,Weather,General Comments,Period_Count,Sex,Age,Group,Traveler,Sidewalk,Bike_Lane_With,Bike_Lane_Against,Street_With_Traffic,Street_Against_Traffic,Comments,Not_Recommended,Infrastructure_Crossed
5,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",5,m,a,n,dw,1,0,0,0,0,,0,0
6,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",6,m,a,y,e,0,1,0,0,0,,0,0
7,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",7,m,a,y,e,0,1,0,0,0,,0,0
8,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",8,f,a,y,e,0,1,0,0,0,,0,0
9,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",9,m,a,n,e,0,0,0,1,0,,1,0
10,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",10,f,a,y,e,0,1,0,0,0,,0,0
13,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",13,f,a,y,e,0,1,0,0,0,,0,0
14,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",14,m,a,n,dw,1,0,0,0,0,,0,0
16,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",16,m,a,n,c,0,0,0,1,0,,1,0
17,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",17,f,a,n,c,0,1,0,0,0,,0,0
21,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",21,m,a,n,c,0,0,0,1,0,,1,0
24,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",24,m,a,n,e,0,1,0,0,0,,0,0
25,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",25,m,a,n,c,0,0,1,0,0,,1,0
26,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",26,m,a,n,c,0,0,0,1,0,,1,0
27,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",27,m,a,n,c,0,1,0,0,0,,0,0
28,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",28,f,a,y,c,0,1,0,0,0,,0,0
29,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",29,m,a,y,c,0,1,0,0,0,,0,0
31,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",31,m,a,y,e,0,1,0,0,0,,0,0
32,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",32,m,a,y,c,0,0,0,1,0,,1,0
33,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",33,m,a,y,c,0,0,0,1,0,,1,0
35,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",35,m,a,y,c,0,0,1,0,0,,1,0
37,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",37,f,a,n,c,0,1,0,0,0,,0,0
38,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",38,m,a,n,c,0,1,0,0,0,,0,0
39,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",39,f,a,n,c,0,0,0,1,0,,1,0
40,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",40,m,a,n,c,0,1,0,0,0,,0,0
41,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",41,f,a,n,c,0,0,0,1,0,,1,0
45,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",45,m,a,y,dw,0,0,1,0,0,,1,0
46,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",46,m,a,y,w,1,0,0,0,0,,0,0
47,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",47,f,a,y,w,1,0,0,0,0,,0,0
48,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",48,f,a,n,c,0,0,1,0,0,,1,0
49,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",49,f,a,n,e,0,1,0,0,0,,0,0
50,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",50,f,a,n,c,0,1,0,0,0,,0,0
51,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",51,m,a,n,c,0,1,0,0,0,,0,0
52,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",52,m,a,n,c,0,0,0,1,0,,1,0
55,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",55,m,a,y,w,0,1,0,0,0,,1,0
62,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",62,m,a,n,dw,1,0,0,0,0,,0,0
63,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",63,m,a,n,c,0,1,0,0,0,,0,0
64,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",64,m,a,n,w,0,0,1,0,0,,1,0
65,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",65,m,a,n,c,0,0,0,0,1,,1,0
69,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",69,f,a,y,c,0,1,0,0,0,,0,0
70,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",70,f,a,y,c,0,0,1,0,0,,1,0
71,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",71,m,a,n,c,0,0,0,1,0,,1,0
72,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",72,f,a,n,c,0,1,0,0,0,,0,0
74,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",74,f,a,y,e,0,0,0,1,0,,1,0
75,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",75,f,a,y,e,0,0,0,1,0,,1,0
76,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",76,m,a,y,w,1,0,0,0,0,,0,0
77,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",77,f,a,y,w,1,0,0,0,0,,0,0
78,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",78,m,a,n,c,0,1,0,0,0,,0,0
79,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",79,m,a,y,c,0,1,0,0,0,,0,0
80,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",80,f,a,y,c,0,0,1,0,0,,1,0
81,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",81,m,a,n,c,0,1,0,0,0,,0,0
82,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",82,f,a,n,w,1,0,0,0,0,,0,0
85,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",85,m,a,y,dw,1,0,0,0,0,,0,0
87,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",87,m,a,n,c,0,0,0,1,0,,1,0
89,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",89,m,a,n,c,0,1,0,0,0,,0,0
90,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",90,m,a,y,c,0,1,0,0,0,,0,0
91,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",91,f,a,y,c,0,1,0,0,0,,0,0
92,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",92,m,a,y,c,0,0,0,0,1,,1,0
93,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",93,f,a,y,c,0,0,0,1,0,,1,0
94,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",94,m,a,n,c,0,1,0,0,0,,0,0
96,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",96,m,a,n,c,0,0,0,1,0,,1,0
98,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",98,m,a,y,c,0,1,0,0,0,,0,0
99,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",99,f,a,y,c,0,1,0,0,0,,0,0
100,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",100,m,a,n,c,0,1,0,0,0,,0,0
101,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",101,m,a,n,c,0,1,0,0,0,,0,0
102,KL,E 4th St,4/10/21,Afternoon,Sunny,"79F, nice breeze, ended at 3:42pm",102,f,a,n,c,0,1,0,0,0,,0,0
104,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,2,m,a,y,w,1,0,0,0,0,,0,0
106,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,4,m,a,n,dw,1,0,0,0,0,,0,0
108,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,6,f,a,n,c,0,1,0,0,0,,0,0
109,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,7,f,a,y,e,0,0,1,0,0,,1,0
110,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,8,m,a,y,e,0,1,0,0,0,,0,0
111,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,9,m,a,n,c,0,0,0,1,0,,1,0
112,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,10,m,a,y,c,0,1,0,0,0,,0,0
114,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,12,m,a,y,c,0,1,0,0,0,,0,0
119,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,17,m,a,n,c,0,1,0,0,0,,0,0
120,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,18,m,a,n,c,0,0,0,1,0,,1,0
121,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,19,m,a,n,c,0,0,0,1,0,,1,0
122,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,20,m,a,y,c,0,0,1,0,0,,1,0
123,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,21,f,a,y,c,0,1,0,0,0,,0,0
124,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,22,f,a,y,c,0,1,0,0,0,,0,0
125,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,23,m,a,y,c,0,1,0,0,0,,0,0
126,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,24,m,a,y,c,0,1,0,0,0,,0,0
127,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,25,m,a,y,c,0,1,0,0,0,,0,0
128,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,26,m,a,n,c,0,1,0,0,0,,0,0
129,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,27,f,a,y,c,0,1,0,0,0,,0,0
130,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,28,m,a,y,c,0,1,0,0,0,,0,0
132,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,30,m,a,n,c,0,1,0,0,0,,0,0
134,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,32,m,a,y,c,0,1,0,0,0,,0,0
135,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,33,f,a,y,c,0,1,0,0,0,,0,0
136,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,34,m,a,y,c,1,0,0,0,0,,1,0
137,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,35,m,a,y,c,0,1,0,0,0,,0,0
139,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,37,m,a,y,w,0,0,1,0,0,,1,0
140,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,38,m,a,y,w,1,0,0,0,0,,0,0
142,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,40,m,a,n,w,0,0,0,0,1,,1,0
145,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,43,m,a,n,w,1,0,0,0,0,,0,0
147,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,45,f,a,n,w,1,0,0,0,0,Stroller,0,0
148,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,46,m,a,n,e,1,0,0,0,0,,1,0
149,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,47,m,a,n,c,0,1,0,0,0,,0,0
150,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,48,f,a,n,w,1,0,0,0,0,,0,0
151,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,49,m,a,n,c,0,0,0,1,0,,1,0
152,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,50,f,a,n,c,0,0,0,1,0,,1,0
153,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,51,m,a,n,c,0,0,0,1,0,,1,0
154,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,52,m,a,y,c,0,1,0,0,0,,0,0
155,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,53,m,a,y,c,0,0,1,0,0,,1,0
156,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,54,m,a,y,c,1,0,0,0,0,,1,0
157,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,55,m,a,n,c,0,0,0,1,0,,1,0
158,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,56,m,a,n,c,0,1,0,0,0,,0,0
159,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,57,m,a,n,c,0,0,1,0,0,,1,0
161,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,59,f,a,y,w,1,0,0,0,0,,0,0
162,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,60,m,a,y,c,0,1,0,0,0,,0,0
163,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,61,f,a,y,c,0,1,0,0,0,,0,0
166,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,64,m,a,y,c,0,1,0,0,0,,0,0
169,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,67,m,a,n,c,0,1,0,0,0,,0,0
170,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,68,f,a,n,w,0,0,1,0,0,,1,0
171,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,69,m,a,n,c,0,0,1,0,0,,1,0
172,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,70,m,a,n,c,0,1,0,0,0,,0,0
175,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,73,m,a,n,r,0,1,0,0,0,,1,0
176,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,74,m,a,y,e,0,1,0,0,0,,0,0
177,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,75,m,a,y,e,0,1,0,0,0,,0,0
178,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,76,m,a,y,e,0,1,0,0,0,,0,0
179,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,77,f,a,n,w,0,1,0,0,0,,1,0
180,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,78,f,a,n,w,1,0,0,0,0,,0,0
181,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,79,m,a,n,c,0,0,0,1,0,,1,0
182,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,80,m,a,n,c,0,1,0,0,0,,0,0
183,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,81,m,a,n,c,0,1,0,0,0,,0,0
184,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,82,f,a,y,c,0,1,0,0,0,,0,0
185,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,83,f,a,y,c,0,1,0,0,0,,0,0
187,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,85,f,a,y,c,0,1,0,0,0,,0,0
188,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,86,m,a,n,e,0,1,0,0,0,,0,0
190,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,88,f,a,n,c,0,1,0,0,0,,0,0
193,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,91,m,a,n,dw,1,0,0,0,0,,0,0
194,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,92,m,a,n,dw,0,0,1,0,0,,1,0
195,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,93,f,a,y,c,0,0,0,0,1,,1,0
196,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,94,m,a,y,c,0,0,0,1,0,,1,0
199,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,97,m,a,n,c,0,0,0,1,0,,1,0
201,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,99,f,a,y,e,1,0,0,0,0,,1,0
202,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,100,f,a,y,e,0,1,0,0,0,,0,0
204,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,102,m,a,y,e,0,1,0,0,0,,0,0
205,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,103,f,a,y,e,0,1,0,0,0,,0,0
209,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,107,m,a,y,e,0,1,0,0,0,,0,0
210,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,108,m,a,y,e,0,0,1,0,0,,1,0
211,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,109,f,a,y,e,1,0,0,0,0,,1,0
214,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,112,f,a,n,c,0,1,0,0,0,,0,0
215,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,113,m,a,n,c,0,0,0,1,0,,1,0
216,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,114,m,a,n,c,0,0,0,1,0,,1,0
217,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,115,f,a,y,c,0,0,1,0,0,,1,0
218,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,116,f,a,y,c,0,1,0,0,0,,0,0
219,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,117,m,a,y,w,1,0,0,0,0,,0,0
220,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,118,m,a,y,w,1,0,0,0,0,,0,0
221,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,119,m,a,n,c,0,1,0,0,0,,0,0
222,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,120,m,a,n,c,0,1,0,0,0,,0,0
223,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,121,m,a,n,c,0,1,0,0,0,,0,0
224,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,122,f,a,n,w,0,0,1,0,0,,1,0
225,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,123,m,a,n,w,1,0,0,0,0,,0,0
226,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,124,m,a,n,c,1,0,0,0,0,,1,0
227,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,125,f,a,y,c,1,0,0,0,0,,1,0
228,KL,E 4th St,4/18/21,Afternoon,Cloudy,64F,126,m,a,y,c,0,1,0,0,0,,0,0
